name,current_price,market_cap,market_cap_rank,total_volume,circulating_supply,total_supply,max_supply,ath,atl,last_updated
Avalanche Bridged BTC (Avalanche),97353.0,490618719,163,24559220.0,5021.90876292,5021.90876292,,108820.0,7806.11,2025-02-15T10:20:43.574Z
Morpho,2.18,488303149,164,37878460.0,224220730.75350252,1000000000.0,1000000000.0,4.17,0.713151,2025-02-15T10:20:42.641Z
clBTC,97072.0,485794237,165,50.49,5000.0,5000.0,,104078.0,86592.0,2025-02-15T10:20:44.418Z
Amp,0.00575355,484565669,166,16772831.0,84231346590.2867,99669205039.99,99669205039.99,0.120813,0.00140933,2025-02-15T10:20:42.545Z
Reserve Rights,0.00872921,483604397,167,23071669.0,55382047907.0,100000000000.0,100000000000.0,0.117424,0.00121354,2025-02-15T10:20:45.341Z
AB DAO,0.01083216,482870696,168,22196314.0,44575013603.95,98823661261.46,100000000000.0,0.01647294,3.8e-06,2025-02-15T10:20:43.500Z
THORChain,1.36,479544024,169,169284634.0,352010682.0,426023346.0,500000000.0,20.87,0.00851264,2025-02-15T10:20:47.931Z
ai16z,0.427904,470693794,170,177029156.0,1099999182.671404,1099999182.659321,1099999958.01,2.47,0.010189,2025-02-15T10:20:42.040Z
Akash Network,1.89,468392855,171,6884109.0,247443076.710739,248288195.807791,388539008.0,8.07,0.164994,2025-02-15T10:20:43.859Z
Brett,0.04645098,459889420,172,34136785.0,9909945347.942953,9909945637.567474,9999998988.0,0.234204,0.00084753,2025-02-15T10:20:43.394Z
Gnosis,174.68,452855405,173,6721469.0,2589589.0,3000000.0,3000000.0,644.2,6.88,2025-02-15T10:20:46.941Z
tBTC,97268.0,451276694,174,6925003.0,4639.502275039999,4639.502275039999,,108501.0,10104.3,2025-02-15T10:20:47.585Z
QuantixAI,85.42,444220878,175,597545.0,5200000.0,10000000.0,10000000.0,105.74,0.228366,2025-02-15T10:20:44.823Z
Axelar,0.478093,437949556,176,11950379.0,915811070.9855909,1190463211.793657,,2.64,0.312911,2025-02-15T10:20:42.985Z
Story,1.75,436755456,177,132266830.0,249999987.38,1000000000.0,,2.61,1.0,2025-02-15T10:20:47.095Z
CHEX Token,0.434965,434829210,178,4288892.0,998922002.9079722,998922002.9079723,1000000000.0,0.804342,0.0005008,2025-02-15T10:20:44.662Z
APENFT,4.38849e-07,434469394,180,26217242.0,990105682877398.0,999990000000000.0,999990000000000.0,7.53e-06,2.98737e-07,2025-02-15T10:20:42.438Z
Mina Protocol,0.357477,434190549,179,20129731.0,1214727590.840039,1214981785.840039,,9.09,0.292578,2025-02-15T10:20:42.523Z
StakeStone Berachain Vault Token,2678.98,431954447,182,1792659.0,161179.7194666344,161179.7194666344,,3453.2,2329.53,2025-02-15T10:20:46.428Z
Fartcoin,0.431413,431387053,181,169336523.0,999995298.11398,999995298.11398,1000000000.0,2.48,0.02002855,2025-02-15T10:20:46.674Z
Terra Luna Classic,7.855e-05,431225018,183,17842005.0,5490367796338.91,6504385437039.845,,119.18,9.99967e-07,2025-02-15T10:20:48.187Z
Olympus,25.69,420768749,184,634948.0,16376217.36631088,21081133.37471287,21079789.25210516,1415.26,7.54,2025-02-15T10:20:43.613Z
Bridged USDC (Polygon PoS Bridge),0.999967,420291719,185,17721463.0,420409342.586444,420409342.586444,,1.028,0.975633,2025-02-15T10:20:47.077Z
Trust Wallet,0.996668,415347517,186,27794720.0,416649900.0,1000000000.0,,2.72,0.00277641,2025-02-15T10:20:48.358Z
DeepBook,0.164121,410263949,187,20428338.0,2500000000.0,10000000000.0,10000000000.0,0.341085,0.01073218,2025-02-15T10:20:45.277Z
BlackRock USD Institutional Digital Liquidity Fund,1.0,407848890,188,0.0,407848890.39,407848890.39,,1.0,1.0,2025-02-15T10:20:06.643Z
Coinbase Wrapped Staked ETH,2941.72,405809011,189,5675545.0,137861.7617734384,373734.0982232124,,4434.57,1036.96,2025-02-15T10:20:44.849Z
Super OETH,2699.65,405129360,190,299906.0,150069.0271540092,150069.0271540092,,4099.87,2170.26,2025-02-15T10:20:46.927Z
Hashnote USYC,1.078,404635256,191,4310.07,375525781.512949,375525781.512949,,1.1,1.026,2025-02-14T19:11:43.151Z
USDB,0.996084,404522088,192,4460678.0,406046631.5607005,406046631.5607005,,1.072,0.88965,2025-02-15T10:20:48.204Z
ZKsync,0.109357,402000691,193,39815505.0,3675000000.0,21000000000.0,21000000000.0,0.320983,0.08305,2025-02-15T10:20:41.766Z
Eigenlayer,1.64,401572389,194,90413237.0,244494078.48882574,1708407022.164418,,5.65,1.52,2025-02-15T10:20:45.778Z
Polygon PoS Bridged WETH (Polygon POS),2698.48,390646320,195,22990431.0,144713.6685072629,144713.6685072629,,4090.99,2162.83,2025-02-15T10:20:49.164Z
Grass,1.59,386611327,196,36236706.0,243905091.0,1000000000.0,1000000000.0,3.89,0.654959,2025-02-15T10:20:47.288Z
AI Companions,0.386437,386432928,197,14409939.0,1000000000.0,1000000000.0,1000000000.0,0.544605,0.03751432,2025-02-15T10:20:42.095Z
1inch,0.27355,382890439,198,28029969.0,1399542824.376045,1499999999.997,1499999999.997,8.65,0.214183,2025-02-15T10:20:43.306Z
Verus,4.85,380000041,199,88902.0,78409539.45682715,78410198.03209081,83540184.0,6.74,0.00177843,2025-02-15T10:20:40.484Z
Ondo US Dollar Yield,1.076,378043157,200,10995094.0,351310075.8974998,356006316.8084387,,1.26,0.934184,2025-02-15T10:20:44.075Z
Snek,0.00492582,369310713,201,3773820.0,74417870353.0,75417870353.0,76715880000.0,0.00895508,0.00013847,2025-02-15T10:20:45.928Z
Stader ETHx,2839.08,365742587,202,377062.0,128792.1839994149,128792.1839994149,,4275.3,1537.24,2025-02-15T10:20:46.266Z
Ether.fi Staked BTC,96814.0,364655990,203,2568469.0,3766.41662908,3766.41662908,,109069.0,58795.0,2025-02-15T10:20:46.589Z
Echelon Prime,6.65,363032049,204,9013145.0,54611685.453,111111111.0,111111111.0,28.0,1.19,2025-02-15T10:20:47.247Z
dYdX,0.803624,360312696,205,18737855.0,448478553.02277243,448478553.02277243,1000000000.0,27.86,0.642404,2025-02-15T10:20:45.659Z
Frax Ether,2696.61,358984503,206,3625395.0,133080.4898107194,133080.4898107194,,4084.25,1137.25,2025-02-15T10:20:46.514Z
would,0.356149,356134269,207,510644.0,999453280.56252,999453280.56252,999500000.0,0.443032,0.00142393,2025-02-15T10:20:40.849Z
Swell Ethereum,2919.57,354299770,208,552705.0,121323.095741077,121326.478319651,,4395.57,1535.26,2025-02-15T10:20:47.104Z
Qtum,3.35,353586841,209,39972295.0,105523647.0,107822406.0,,100.22,0.783142,2025-02-15T10:20:45.537Z
Ket,0.350588,350675576,210,9062605.0,1000000000.0,1000000000.0,1000000000.0,0.389036,0.0085598,2025-02-15T10:20:40.351Z
Synthetix Network,1.015,344770792,211,42693481.0,339466216.9903987,339889850.0887736,339889850.0887736,28.53,0.0347864,2025-02-15T10:20:47.626Z
LayerZero,3.07,341882613,212,47213615.0,111152854.20763355,1000000000.0,1000000000.0,7.47,2.29,2025-02-15T10:20:41.300Z
SuperVerse,0.752439,339896379,213,22039183.0,451694843.416917,999998077.4169172,999998077.4169172,4.74,0.070397,2025-02-15T10:20:48.768Z
Creditcoin,0.802923,338884201,214,7660821.0,422084779.0,599999997.0,,8.67,0.128298,2025-02-15T10:20:45.734Z
Theta Fuel,0.04926602,337154643,215,2750596.0,6842696233.0,6844224064.0,,0.68159,0.00090804,2025-02-15T10:20:47.544Z
SafePal,0.669895,334981005,216,9258706.0,500000000.0,500000000.0,500000000.0,4.19,0.269235,2025-02-15T10:20:45.504Z
cWBTC,1957.06,334953135,217,0.0,171065.56759182,171065.56759182,,2187.46,91.15,2025-02-15T10:20:16.756Z
Dash,27.52,334407646,218,47532002.0,12144651.61627973,12144651.61627973,18920000.0,1493.59,0.213899,2025-02-15T10:20:45.613Z
Kusama,20.62,332297917,219,11782474.0,16111385.00465998,16112752.40310401,,621.71,0.876572,2025-02-15T10:20:40.845Z
Safe,0.611726,330926753,220,13358681.0,540473917.0,1000000000.0,1000000000.0,3.56,0.515333,2025-02-15T10:20:45.624Z
MX,3.47,329230972,221,29794453.0,94954334.0,418391834.0,,5.85,0.04218457,2025-02-15T10:20:42.650Z
JUST,0.03317626,328439836,222,33299450.0,9900000000.0,9900000000.0,9900000000.0,0.193254,0.00476275,2025-02-15T10:20:48.243Z
Binance-Peg BUSD,1.009,326409374,223,27001126.0,323477997.5096949,323477997.5096949,,1.064,0.954278,2025-02-15T10:20:45.707Z
WEMIX,0.768593,320616858,224,1766508.0,417164900.6551715,536747474.9026076,590000000.0,24.71,0.128398,2025-02-15T10:20:40.904Z
VeThor,0.0037161,320526419,225,13675226.0,86223266762.0,86244074872.0,,0.04671227,0.00015238,2025-02-15T10:20:40.815Z
Polygon Bridged WBTC (Polygon POS),97378.0,317074135,226,10522743.0,3256.57695813,3256.57695813,,108124.0,49937.0,2025-02-15T10:20:47.579Z
Mog Coin,8.09882e-07,316581202,227,22956782.0,390567524379062.56,390567524379062.56,420690000000000.0,4.02e-06,4.526e-09,2025-02-15T10:20:43.063Z
Notcoin,0.00304805,312582083,228,93404302.0,102456957077.5639,102456957077.5639,,0.02836145,0.00236798,2025-02-15T10:20:43.823Z
Blur,0.141203,311800290,229,18721129.0,2205982837.186073,3000000000.0,3000000000.0,5.02,0.109611,2025-02-15T10:20:44.009Z
StakeWise Staked ETH,2803.87,307360675,230,455045.0,109593.8673819,109593.8673819,,4228.59,2141.29,2025-02-15T10:20:46.325Z
Livepeer,8.06,306922567,231,22800255.0,38100501.12259336,38100501.12259336,38100501.12259336,99.03,0.354051,2025-02-15T10:20:41.277Z
Toshi,0.00072857,306705646,232,58463325.0,420690000000.0,420690000000.0,420690000000.0,0.00226012,1.8963e-08,2025-02-15T10:20:48.095Z
Astar,0.03983473,302983448,233,15091145.0,7598416329.0,8356149579.0,,0.421574,0.03269521,2025-02-15T10:20:43.285Z
Popcat,0.308935,302921928,234,99971904.0,979978669.96,979978669.96,979978694.0,2.05,0.00379728,2025-02-15T10:20:44.758Z
Holo,0.00168282,298951185,235,12189476.0,177619433541.1413,177619433541.1413,,0.03126682,0.0002202,2025-02-15T10:20:47.719Z
Oasis,0.04433876,298391584,236,14541489.0,6729795897.58809,10000000000.0,10000000000.0,0.597347,0.03200566,2025-02-15T10:20:43.365Z
Liquid Staked ETH,2920.63,295803125,237,13229.65,101254.8166688694,101254.8166688694,,4332.67,1384.61,2025-02-15T10:20:41.076Z
Gigachad,0.03064644,294545381,238,17652277.0,9604136902.35,9604136902.35,10000000000.0,0.095127,1.244e-05,2025-02-15T10:20:47.324Z
Zilliqa,0.01505765,294064803,239,17788866.0,19532635288.23207,20218129034.98905,21000000000.0,0.255376,0.00239616,2025-02-15T10:20:42.083Z
OUSG,109.97,293938058,240,0.0,2672774.989371089,2672774.989371089,,109.97,95.09,2025-02-15T10:20:07.315Z
Nervos Network,0.00636344,292413171,241,10209856.0,45956302820.20077,46670732888.81834,,0.04370633,0.00197892,2025-02-15T10:20:43.083Z
The Grays Currency,0.0009919,291279156,242,345657.0,293982097831.77844,293982097831.77844,333333333333.0,0.00132623,2.17e-06,2025-02-15T10:20:48.334Z
Dog (Bitcoin),0.00284994,285256268,243,6792502.0,100000000000.0,100000000000.0,100000000000.0,0.0099237,0.0018022,2025-02-15T10:20:45.593Z
Plume,0.14115,281920371,245,46825665.0,2000000000.0,10000000000.0,10000000000.0,0.210754,0.084391,2025-02-15T10:20:44.512Z
Staked Frax Ether,3004.48,281839939,246,980914.0,93832.31481417059,93832.31481417059,,7545.09,1147.58,2025-02-15T10:20:46.300Z
Baby Doge Coin,1.699e-09,281565045,244,30831046.0,1.6546431437790253e+17,4.2e+17,4.2e+17,6.498e-09,9.4771e-11,2025-02-15T10:20:50.481Z
Basic Attention,0.187539,280408225,247,16919951.0,1495668356.9526057,1500000000.0,1500000000.0,1.9,0.072394,2025-02-15T10:20:43.110Z
cat in a dogs world,0.00313973,279033542,248,22774538.0,88888888888.88,88888888888.88,88888888888.88,0.01288153,0.00091206,2025-02-15T10:20:44.864Z
Mantle Bridged USDT (Mantle),0.9964,278155400,249,3704303.0,279105259.645933,279105259.645933,,1.26,0.869914,2025-02-15T10:20:41.538Z
SATS (Ordinals),1.30997e-07,274800702,250,19523318.0,2100000000000000.0,2100000000000000.0,2100000000000000.0,9.22983e-07,3.189e-09,2025-02-15T10:20:45.345Z
Murasaki,4.79,274975695,253,262419.0,57400000.0,1000000000.0,1000000000.0,4.95,0.234193,2025-02-15T10:23:08.795Z
SwissBorg,0.277744,273145043,251,1686920.0,983459858.442,983459858.442,1000000000.0,1.64,0.00502687,2025-02-15T10:23:13.049Z
0x Protocol,0.321357,272627033,252,29367460.0,848396562.906836,1000000000.0,1000000000.0,2.5,0.120667,2025-02-15T10:23:00.599Z
Freysa AI,0.03286494,269111394,254,2131249.0,8189700000.0,8189700000.0,8189700000.0,0.080047,0.00158821,2025-02-15T10:23:06.965Z
Fluid,6.75,266088220,255,1683680.0,39436803.20056228,100000000.0,100000000.0,24.4,0.366538,2025-02-15T10:23:06.717Z
Moca Network,0.141745,265597810,256,24938651.0,1873606080.99,8888888888.0,8888888888.0,0.477373,0.060926,2025-02-15T10:23:08.484Z
ORDI,12.63,265152249,257,72490426.0,21000000.0,21000000.0,,95.52,2.86,2025-02-15T10:23:09.700Z
Golem,0.263151,263158632,260,11392876.0,1000000000.0,1000000000.0,,1.32,0.00913753,2025-02-15T10:23:06.751Z
Honey,1.0,263143371,259,17636617.0,262938203.4430738,274267644.8504988,,1.11,0.916153,2025-02-15T10:23:07.435Z
Ether.fi,1.14,263024678,261,89460160.0,231666217.0,1000000000.0,1000000000.0,8.53,0.863614,2025-02-15T10:23:05.813Z
AI Rig Complex,0.262227,262264885,258,119063282.0,999995939.593741,999995939.593741,999998319.33,0.623197,0.03048132,2025-02-15T10:23:01.287Z
Elixir deUSD,0.999829,261342512,262,4656029.0,261451492.9899999,261451492.9899999,,1.04,0.978154,2025-02-15T10:23:05.361Z
Resolv wstUSR,1.073,261139583,263,996.51,243472423.2692388,243472423.2692388,,1.079,0.773766,2025-02-12T17:12:55.190Z
Turbo,0.00378262,261091232,264,60049672.0,69000000000.0,69000000000.0,69000000000.0,0.01431669,6.518e-05,2025-02-15T10:23:14.067Z
Aethir,0.03838092,257192188,265,18590468.0,6697646536.0,42000000000.0,42000000000.0,0.118536,0.03069226,2025-02-15T10:23:01.133Z
Gas,3.93,256029707,266,4486921.0,65093580.54427269,65093580.54427269,,91.94,0.621309,2025-02-15T10:23:06.115Z
Celo,0.449829,252988184,267,26766695.0,562409366.0,1000000000.0,1000000000.0,9.82,0.362124,2025-02-15T10:23:03.244Z
Solayer Staked SOL,205.37,252478596,268,3412570.0,1226238.168549791,1226238.168549791,,304.31,123.11,2025-02-15T10:23:12.036Z
Metaplex,0.331179,251163637,269,3776683.0,758468149.0,1000000000.0,1000000000.0,0.896784,0.02528374,2025-02-15T10:23:14.039Z
Arkham,0.710567,249682086,270,80859508.0,351619249.0,1000000000.0,1000000000.0,3.98,0.287824,2025-02-15T10:23:05.192Z
Metars Genesis,2.93,246491685,272,60733.0,84235303.0,1000000000.0,,12.01,0.584931,2025-02-15T10:23:08.366Z
AgentFun.AI,2.47,246476832,271,8593.27,100000000.0,100000000.0,100000000.0,25.25,2.37,2025-02-15T10:23:00.603Z
Bybit Staked SOL,206.11,243786262,273,1340271.0,1182806.988821115,1182806.988821115,,308.6,122.51,2025-02-15T10:23:02.759Z
MimbleWimbleCoin,22.1,242561692,275,127909.0,10974538.8069404,10974655.2069404,20000000.0,38.81,0.298733,2025-02-15T10:23:08.340Z
Tribe,0.533177,242498039,274,61407.0,455015530.80485964,1000000000.0,1000000000.0,2.45,0.14412,2025-02-15T10:23:13.950Z
Quorium,2882.54,242111192,276,162038.0,84000.0,84000.0,,3572.74,1170.65,2025-02-15T10:23:10.890Z
WOO,0.129557,241477375,277,17968722.0,1863502370.265028,2221376688.037396,2221376688.037396,1.78,0.02211546,2025-02-15T10:23:15.652Z
Horizen,15.2,241189985,278,46233585.0,15864365.625,15865421.875,21000000.0,165.92,3.26,2025-02-15T10:23:16.367Z
BENQI Liquid Staked AVAX,31.17,239253693,279,5852362.0,7678733.671217573,7678733.671217573,,103.55,9.25,2025-02-15T10:23:02.016Z
XYO Network,0.01714746,238957852,280,2954934.0,13931216938.01129,13931216938.01129,13931216938.01129,0.081391,9.672e-05,2025-02-15T10:23:16.272Z
Bridged Ether (StarkGate),2700.79,237622894,281,1916624.0,87978.01931638109,87978.01931638109,,4096.66,1000.36,2025-02-15T10:23:03.715Z
USDa,0.997365,235343512,282,1167988.0,236036431.5213181,236036431.5213181,,1.021,0.737813,2025-02-15T10:23:14.011Z
OriginTrail,0.468366,234177659,284,1696597.0,499995032.602,500000000.0,500000000.0,3.5,0.00385262,2025-02-15T10:23:11.125Z
BTSE Token,1.44,233374614,283,3247667.0,162061501.0,200000000.0,200000000.0,9.21,0.369569,2025-02-15T10:23:02.944Z
Mask Network,2.32,231457548,285,35329122.0,100000000.0,100000000.0,100000000.0,41.45,0.976528,2025-02-15T10:23:08.832Z
Ankr Network,0.02313439,231340944,286,12481971.0,10000000000.0,10000000000.0,10000000000.0,0.213513,0.00070728,2025-02-15T10:23:02.373Z
Bio Protocol,0.143574,230736639,287,40417690.0,1607036134.8939884,3320000000.0,3320000000.0,0.888995,0.121831,2025-02-15T10:23:02.156Z
Siacoin,0.00410658,230072841,288,2761071.0,56025636522.07519,59624505676.30304,,0.092868,1.262e-05,2025-02-15T10:23:11.922Z
Drift Protocol,0.802673,229580758,289,41011268.0,286261797.82681,1000000000.0,1000000000.0,2.6,0.100002,2025-02-15T10:23:06.453Z
UXLINK,0.676108,228742855,290,23419808.0,338200000.0,1000000000.0,1000000000.0,3.68,0.140742,2025-02-15T10:23:14.223Z
Enjin Coin,0.126358,228194189,291,16946720.0,1805779400.916579,1872050323.863999,,4.82,0.01865964,2025-02-15T10:23:06.454Z
Decred,13.73,228186930,292,1905420.0,16622837.71873943,16625732.04742967,21000000.0,247.35,0.43154,2025-02-15T10:23:05.255Z
EthereumPoW,2.09,225541826,293,8913854.0,107818717.04993,107818717.04993,,58.54,1.17,2025-02-15T10:23:05.538Z
Osmosis,0.315137,224028887,294,6528422.0,710761437.385317,997582029.192038,1000000000.0,11.25,0.224523,2025-02-15T10:23:09.906Z
ZetaChain,0.323387,220909265,295,13516521.0,683010417.0,2100000000.0,2100000000.0,2.85,0.274966,2025-02-15T10:23:16.467Z
Ravencoin,0.01486468,220413180,296,8044747.0,14827538696.98237,14828356196.98237,21000000000.0,0.285218,0.00893232,2025-02-15T10:23:11.017Z
Magic Eden,1.67,217762785,297,141918074.0,130296451.194274,1000000000.0,1000000000.0,17.0,1.16,2025-02-15T10:23:08.014Z
aelf,0.292142,215888094,298,8597600.0,738908392.5298055,996447029.4956155,1000000000.0,2.6,0.03545756,2025-02-15T10:23:00.839Z
SKALE,0.03707731,214029541,300,32145054.0,5775852671.0,6076000000.0,7000000000.0,1.22,0.01948445,2025-02-15T10:23:11.960Z
Threshold Network,0.02113692,213832371,299,9989733.0,10108927222.86415,11155000000.0,,0.226934,0.01473348,2025-02-15T10:23:13.615Z
cgETH Hashkey Cloud,2772.29,210423810,302,408.76,75924.0,75924.0,,3129.19,2557.12,2025-02-15T10:23:03.575Z
aBTC,97067.0,210293570,301,377900.0,2167.0222448517,2167.0222448517,,108378.0,60786.0,2025-02-15T10:23:00.446Z
Nano,1.58,210016227,303,6957422.0,133248290.0,133248290.0,133248290.0,33.69,0.026179,2025-02-15T10:23:08.930Z
Polymesh,0.184523,209099068,304,2851943.0,1133566761.822619,1133566761.822619,,0.748771,0.099854,2025-02-15T10:23:10.495Z
Treehouse ETH,3227.88,208826794,305,3101993.0,64713.72829921406,64713.72829921406,,4837.52,2511.68,2025-02-15T10:23:13.825Z
io.net,1.47,208010093,306,84565635.0,141277494.82,799999983.1429468,800000000.0,6.43,1.26,2025-02-15T10:23:06.946Z
Melania Meme,1.37,205063994,307,126882027.0,150000000.0,999999349.366162,1000000000.0,13.05,1.37,2025-02-15T10:23:08.412Z
yearn.finance,6066.5,204806691,308,24514324.0,33756.867853194264,36666.0,36666.0,90787.0,31.65,2025-02-15T10:23:16.240Z
Wrapped Beacon ETH,2865.33,203241224,309,6073778.0,70938.0,70938.0,,4317.06,1551.13,2025-02-15T10:23:15.792Z
GMT,0.072209,201808314,310,49965054.0,2793954571.675963,5266654591.675963,6000000000.0,4.11,0.055522,2025-02-15T10:23:12.628Z
GMX,20.01,199315905,311,24448564.0,9969065.795727888,9969065.795727888,13250000.0,91.07,11.53,2025-02-15T10:23:06.292Z
SWFTCOIN,0.01985959,198593485,312,16354342.0,10000000000.0,10000000000.0,10000000000.0,0.04665833,0.00046438,2025-02-15T10:23:13.005Z
NEM,0.02202553,198457357,313,24899623.0,8999999999.0,8999999999.0,,1.87,8.482e-05,2025-02-15T10:23:08.985Z
Wrapped AVAX,26.14,196791668,314,92591385.0,7516955.225265799,7516955.225265799,,2000.68,7.91,2025-02-15T10:23:15.283Z
GHO,0.999785,195402823,315,4732617.0,195471290.3577042,195471290.3577042,,1.03,0.917065,2025-02-15T10:23:06.207Z
Wrapped Ether (Mantle Bridge),2700.95,194916205,316,7007684.0,72382.74521177037,72382.74521177037,,4597.42,1521.64,2025-02-15T10:23:15.996Z
B3 (Base),0.00914519,194423410,317,128965749.0,21292670212.0,100000000000.0,100000000000.0,0.01828807,0.00401252,2025-02-15T10:23:01.812Z
GoMining Token,0.470924,193912369,318,14361604.0,411879545.358763,411879545.358763,436915240.0,0.564703,0.069487,2025-02-15T10:23:05.964Z
IoTeX,0.02050507,193606461,319,12112777.0,9441369057.0,9441369062.0,10000000000.0,0.255593,0.00121576,2025-02-15T10:23:06.726Z
aixbt by Virtuals,0.226117,193317350,320,101572551.0,855612732.0,1000000000.0,1000000000.0,0.942578,0.02381257,2025-02-15T10:23:01.211Z
Convex Finance,2.35,192797380,321,12925996.0,81990703.72425415,99841185.26424696,100000000.0,60.09,1.44,2025-02-15T10:23:04.496Z
CoinEx,0.070676,192322332,322,110188.0,2721203271.65,2721203271.65,10000000000.0,0.150293,0.00410696,2025-02-15T10:23:16.815Z
Bazaars,16.73,191926012,323,590428.0,11472442.53964689,555555555.0,555555555.0,25.93,0.599169,2025-02-15T10:23:01.996Z
Cheems Token,9.4316e-07,191853039,324,12995851.0,203672952644644.47,203672952644644.47,219776051832671.0,1.39e-06,5.725e-09,2025-02-15T10:23:03.413Z
Harmony,0.01542528,189813348,325,12853390.0,12305426115.0007,13156044839.793139,13156044839.793139,0.37902,0.00127355,2025-02-15T10:23:07.180Z
Vana,6.15,189466720,326,10293677.0,30800000.0,120000000.0,120000000.0,35.23,5.45,2025-02-15T10:23:14.340Z
Constellation,0.053354,189404981,328,1825561.0,3549997434.97413,3550000000.0,,0.451761,0.00110189,2025-02-15T10:23:04.227Z
Qubic,1.66e-06,189365343,327,3977169.0,113962457003640.0,132794800682134.0,200000000000000.0,1.256e-05,1.31e-06,2025-02-15T10:23:13.047Z
Clearpool,0.259294,189286256,329,6853287.0,729961194.7431598,1000000000.0,1000000000.0,2.55,0.01599962,2025-02-15T10:23:05.528Z
Sun Token,0.01874016,183904415,330,47559769.0,9813383091.631083,19900730000.0,,66.45,0.00462303,2025-02-15T10:23:12.865Z
Terra,0.266585,183352430,331,23792132.0,687660230.0,1078518456.25778,,18.87,0.202712,2025-02-15T10:23:13.384Z
Act I The AI Prophecy,0.192878,182894419,332,68503790.0,948245985.175291,948245985.175291,1000000000.0,0.919768,0.01259861,2025-02-15T10:23:00.773Z
Memecoin,0.00468945,181187848,333,57583402.0,38631692228.29539,69000000000.0,69000000000.0,0.056324,0.00397223,2025-02-15T10:23:08.437Z
Chia,12.82,180602131,334,14223912.0,14113340.90069575,32482805.41510181,,1645.12,9.28,2025-02-15T10:23:04.406Z
Avail,0.091224,179777506,335,1376413.0,1971894447.0,10294394447.0,,0.239543,0.08354,2025-02-15T10:23:04.203Z
Ontology,0.194721,177796371,336,10876239.0,912697857.0,1000000000.0,,10.92,0.130098,2025-02-15T10:23:10.164Z
Sushi,0.915657,176532957,337,43698528.0,192789255.8554817,280686715.3182428,,23.38,0.45292,2025-02-15T10:23:13.043Z
World Mobile Token,0.257975,176033666,338,18606830.0,682092751.798187,2000000000.0,2000000000.0,0.979732,0.098034,2025-02-15T10:23:15.715Z
GoldPro,37.52,174133260,339,173724.0,4626703.0,4626703.0,200000000.0,118.34,15.98,2025-02-15T10:23:06.692Z
Nexus Mutual,56.91,173988086,340,0.0,3056982.353330022,3055983.684482204,3056982.353330022,185.97,6.96,2025-02-15T10:20:05.312Z
Bitkub Coin,1.95,173536160,341,539943.0,88850000.0,110000000.0,110000000.0,17.24,0.381968,2025-02-15T10:23:05.172Z
STP,0.089069,173007202,343,26662843.0,1942420283.027067,1942420283.027067,1942420283.027067,0.270085,0.00646736,2025-02-15T10:23:12.655Z
Loopring,0.138497,172671152,342,44298507.0,1245991468.94246,1373873397.442457,1374513896.0,3.75,0.01963893,2025-02-15T10:23:07.771Z
Rollbit Coin,0.076936,172022258,344,521252.0,2234879652.787057,2234879652.787057,5000000000.0,0.264358,0.00093506,2025-02-15T10:23:11.285Z
Galxe,1.35,171896691,345,660105.0,127749331.18734433,200000000.0,200000000.0,18.32,0.897786,2025-02-15T10:23:10.585Z
Peanut the Squirrel,0.169106,169172067,346,383501803.0,999858912.07,999858912.07,999858912.07,2.44,0.03187374,2025-02-15T10:23:10.141Z
RCGE,0.01421518,168805259,347,2.43,11875000000.0,11875000000.0,11875000000.0,0.01431813,0.00969522,2024-12-07T21:06:42.704Z
Kadena,0.550526,168344442,348,10898142.0,305792152.02408,305824465.73344,1000000000.0,27.64,0.065811,2025-02-15T10:23:07.050Z
Biconomy,0.180584,167699933,349,10377197.0,928933298.7098123,1000000000.0,1000000000.0,21.45,0.148309,2025-02-15T10:23:02.079Z
Flux,0.44115,167479335,350,10442817.0,379719584.4991484,379737434.4991484,440000000.0,3.33,0.01640374,2025-02-15T10:23:16.351Z
Lorenzo stBTC,96634.0,166856150,352,18296.11,1728.040970274049,1728.040970274049,,108549.0,61389.0,2025-02-15T10:23:07.674Z
Rocket Pool,7.89,166796745,351,16021883.0,21145902.16162501,21145902.16162501,,61.9,0.00884718,2025-02-15T10:23:11.380Z
LCX,0.175028,164666693,353,933730.0,940629527.0,950000000.0,950000000.0,0.563966,7.085e-05,2025-02-15T10:23:07.403Z
Solayer,0.801113,164297514,354,190538846.0,205000000.0,1000000000.0,1000000000.0,1.41,0.782492,2025-02-15T10:23:12.072Z
Zeus Network,0.428848,164297121,355,5851641.0,382778230.010249,999997534.066664,1000000000.0,1.11,0.138165,2025-02-15T10:23:16.457Z
Waves,1.63,163158992,361,35156363.0,100000000.0,100000000.0,,61.3,0.130878,2025-02-15T10:23:14.707Z
ETHPlus,2806.55,162726156,356,2640956.0,57981.71153189401,57981.71153189401,,4194.11,2212.07,2025-02-15T10:23:16.511Z
COTI,0.090514,162227679,357,35180688.0,1792309031.44,2000000000.0,2000000000.0,0.668634,0.00556342,2025-02-15T10:23:04.570Z
Sologenic,0.406382,162227188,358,1676291.0,399198717.0,399198717.0,400000000.0,6.55,0.061723,2025-02-15T10:23:12.084Z
Casper Network,0.01259434,161604347,359,8684541.0,12844753486.0,13298518506.0,,1.33,0.00624854,2025-02-15T10:23:03.240Z
cETH,54.21,160446305,360,947.96,2959556.45229567,2959556.45229567,,97.75,1.89,2025-02-15T10:23:03.521Z
Venice Token,5.96,159899859,362,40406434.0,26790944.42516851,100871331.3039066,,22.58,2.5,2025-02-15T10:23:14.405Z
